Sim_num	Dist	MRATE	oriLat	oriLon	Axis1	Axis2	Axis3	Axis4	Axis5	Axis6	Axis7	Axis8	Axis9	Axis10	Axis11	Axis12	Axis13
420581	10.9525	0.00253887	6.33694	20.3497	2.73015	-1.37013	0.138528	-2.94993	-3.73684	0.632033	-0.731554	0.82447	-2.0569	-1.81698	0.149388	-0.27216	0.738696
420762	13.6556	0.00995021	2.19132	17.9663	0.92933	-1.11881	-1.96294	-4.64342	-2.1677	0.971155	-1.22799	0.480728	-0.737621	-0.17841	0.0169497	-0.16988	-0.482071
420870	11.5948	0.00777087	1.51719	16.4707	3.59589	-2.15275	0.941462	-4.22365	-2.30277	0.345415	-0.528048	1.25674	-0.964008	-0.998326	0.476586	0.49467	-1.23527
421042	17.2029	0.00523059	3.97736	19.2167	3.25325	-0.847172	-1.74844	-3.56297	-1.45255	1.63109	-0.0977035	-0.0589698	-0.305874	-0.913222	-0.447518	-0.39138	0.772722
421121	13.5727	0.00608078	2.83199	18.1318	2.35064	-1.36251	-1.29355	-4.53716	-0.662372	1.40316	-2.37018	1.64492	-1.71846	-1.80289	0.349679	0.709159	-0.365225
421363	16.3109	0.00755763	2.0857	18.8531	0.854801	-0.730495	-2.77986	-4.86995	-2.96488	1.69397	-0.137738	0.0134428	-0.272707	-1.4399	-0.718182	0.11826	-0.957662
421415	12.4257	0.00413587	3.61579	17.2102	2.91857	-0.229409	-0.831969	-3.86084	-3.67201	1.58277	0.236408	-0.132583	-1.04521	-0.93436	-0.057165	-0.0767544	0.149818
421419	11.1799	0.00770013	4.43362	19.7635	2.69631	-1.06801	-2.31275	-4.9577	-1.67112	1.80585	-0.774206	0.963069	-1.08997	-1.10361	0.681187	0.414925	-1.01143
421429	9.31265	0.00780922	2.70111	19.3481	3.76073	-2.37045	-1.19041	-4.6	-2.43465	2.32062	0.766319	1.55115	-1.17404	-2.30475	1.02894	0.491131	-1.38778
421480	15.5602	0.00842708	2.36401	19.3656	3.10726	-1.72705	-1.572	-3.42322	-0.6397	1.17898	-0.966265	0.56803	-0.512045	-1.44203	-0.0558788	0.500101	-0.661772
421775	17.0929	0.00418617	2.0302	15.8481	3.40613	-2.94542	2.93433	-4.56335	-2.83036	1.71718	-0.0507343	0.935315	-0.0253296	-1.77039	0.320283	1.0522	0.819964
421912	4.70402	0.00527928	3.8881	20.5491	1.62181	-1.93	-1.30142	-5.44763	-1.97627	1.76559	0.0706024	1.19493	-1.02264	-1.18258	1.4169	0.248171	-0.784348
421988	10.4493	0.00596245	2.59345	15.1004	3.91799	-1.78083	-0.543158	-4.16533	-1.63875	1.86469	0.89682	0.669748	-0.0176051	-1.96964	0.701812	0.602136	-0.348632
422030	11.8638	0.00623094	5.2148	19.8579	2.58858	-0.437702	-1.99021	-4.02859	-1.29452	1.59861	0.290204	0.211015	-0.738741	-2.15136	0.742227	0.279026	-0.573007
422082	15.4936	0.00855424	2.21508	18.5768	2.9968	-2.11453	-0.849758	-3.7667	-2.60253	1.06249	-1.46889	2.10435	-0.669296	-0.589727	-1.24296	0.190736	1.10336
422202	17.099	0.00799487	6.04977	19.5939	2.12476	-1.83159	-2.41001	-4.40969	-1.11716	1.05912	-0.0142072	-0.550573	0.106977	-0.87632	0.556064	0.133824	0.809026
422244	17.0111	0.00431023	1.7025	18.7696	4.01059	-1.00331	0.119346	-3.93358	-1.86095	0.609121	-1.95225	0.227336	-1.75947	-1.75675	-0.292242	0.22246	0.807099
422329	15.343	0.00686404	5.19389	19.4452	3.06414	-1.62055	-0.788599	-4.73585	-0.997332	0.829647	-2.27245	0.175081	-0.664162	-1.23063	0.187658	0.783403	-0.577719
422454	17.3756	0.00936219	1.1413	10.8358	2.63042	-0.563826	-1.45395	-1.84824	-1.76058	1.25501	-0.761933	0.793227	-1.08319	-1.54419	0.559658	-0.397233	-0.245224
422480	4.80251	0.00895246	1.49427	18.3708	1.83746	-1.35573	-0.949374	-4.39048	-1.29793	2.01285	0.0874427	1.6605	-1.13711	-1.35818	0.661894	-0.217	-0.10071
422488	13.4476	0.00475947	1.39014	19.7481	2.36704	-2.51598	-2.49913	-4.73958	-1.32293	0.783818	-1.9413	1.52779	-1.26824	-2.06639	0.367747	-0.332482	-0.347364
422715	14.1509	0.00398858	3.4546	18.9098	4.04814	-2.24954	-0.49134	-5.69559	-1.83842	1.10222	-1.87884	0.741014	-1.19543	-0.737068	1.00341	0.511702	0.621583
422816	16.2078	0.00597351	3.93758	17.5819	1.47333	-1.17354	-3.25348	-4.92657	-2.17742	1.58687	-0.917905	0.685494	-0.920722	-0.493657	0.0945908	0.307158	0.192883
422826	14.3712	0.003672	0.651705	19.4774	4.03174	-2.06081	0.816141	-3.44831	-1.62734	1.66931	1.0076	-0.271108	-0.640043	-2.08082	0.736081	0.118417	0.107969
422857	17.888	0.0060255	2.5715	19.8483	3.27701	-0.79069	-1.23341	-3.34244	-1.60825	0.821179	-2.5415	0.640799	-1.97227	-1.68734	0.332344	0.0807102	-0.172051
422929	17.4823	0.00583097	4.88847	19.4392	3.0008	-1.11622	-1.82597	-4.56605	-1.86601	2.52999	2.38258	0.266669	0.238922	-1.7312	0.61608	-0.949091	0.130613
423234	17.8654	0.00512103	2.03329	20.6927	2.25168	-2.88551	-1.54573	-4.46432	-2.01703	0.121192	-0.248945	0.199922	0.633836	-0.116083	-0.320886	-0.566042	0.017251
423406	9.67791	0.00406834	5.90765	20.182	3.51898	-1.36249	-0.811985	-3.57289	-2.64511	1.38813	0.796296	0.472886	-0.725161	-1.75505	-0.0505518	-0.262445	0.5241
423676	15.7166	0.00626083	0.548801	19.5274	3.47787	-3.48726	-0.329426	-5.83094	-1.09116	1.21007	-0.453791	-0.632718	-0.0855763	-1.51735	1.15687	0.230188	-0.564971
423884	15.8683	0.00513572	3.95918	18.3417	2.48511	-1.9411	0.488302	-5.62919	-2.09525	1.21981	-0.499762	-0.0994941	0.636316	-0.0723746	-0.657626	0.927636	-0.246607
423887	13.573	0.00509497	2.79945	20.5214	4.61577	-2.80576	-0.209109	-5.20909	-2.12811	1.56772	-0.567501	0.805969	-0.763397	-2.28431	1.66833	1.38632	-0.776461
423906	11.921	0.00429751	1.5486	19.8511	2.83643	-1.70478	0.258869	-4.35296	-1.55731	0.861521	-2.0705	2.68159	-2.31086	-1.65847	0.638501	-0.135901	-0.552121
424043	13.5611	0.00870272	5.84539	19.7367	2.97271	-1.24515	-2.42239	-4.23965	-1.60968	1.35329	0.545992	-0.103152	-0.928001	-2.42323	0.479416	-0.50637	0.981967
424187	15.9257	0.00849925	0.633575	19.602	3.87694	-0.953084	-1.87152	-3.02664	-2.74065	1.15636	-0.983024	1.99126	-1.64872	-1.54427	0.0639561	-0.402641	0.280725
424423	16.1578	0.00687879	4.13279	17.2776	2.05539	-1.27743	-3.33464	-4.98466	-2.79039	1.52149	-1.31007	0.26931	-0.493952	-1.75545	-0.283985	0.207165	0.686267
424710	13.4183	0.00586983	1.40279	21.0796	3.32067	-3.17693	-0.432811	-5.59833	-1.1834	0.652637	-1.36985	-0.05796	-0.291094	-1.71313	1.10434	0.257221	-0.567835
424725	18.028	0.00781592	1.71407	16.4372	2.44035	-2.58479	-1.09686	-5.09235	-1.09894	0.101254	-1.73495	0.234345	0.23711	-0.758404	0.163516	0.533216	-1.24983
424804	12.0054	0.00862772	1.59236	12.7442	0.508566	-1.20442	0.142431	-3.82236	-0.875404	1.41461	-0.245644	1.03298	-0.197292	-0.729224	0.932481	1.1187	0.362446
424814	17.8967	0.00435674	0.837305	12.8408	2.85434	-0.499519	0.456153	-2.43243	-1.82255	1.17245	1.12169	-0.668928	-0.615362	-2.10186	0.738418	-0.480335	-0.177322
424957	15.7816	0.00557285	1.57028	13.1948	2.17051	0.159456	-0.794014	-2.46367	-3.31284	1.3497	0.196045	-0.01667	-0.60137	-1.38265	0.186498	-0.0690383	-0.272511
425141	14.6871	0.0083369	4.89161	19.5366	2.30837	-1.33662	-2.44004	-3.65108	-1.24766	2.06239	-0.299646	2.48832	-2.13966	-1.03987	1.23176	-0.413423	-0.144352
425145	7.37727	0.00768491	1.37712	20.9174	2.54227	-2.36209	-1.63104	-4.57826	-3.23129	0.991019	-1.09247	1.77949	-1.57788	-2.01096	0.194971	-1.04054	0.521954
425182	15.7019	0.00715172	3.88758	6.40884	0.423964	-1.39279	1.55139	-3.35441	-3.93421	1.16912	-0.451381	1.81935	-0.994918	-0.0723359	1.17714	0.916147	-0.337448
425188	15.0202	0.00660988	2.45798	19.7508	2.71977	-1.88434	-2.58781	-3.9879	-2.42639	1.58957	0.00381834	1.92276	-1.18614	0.104306	0.493137	-0.504798	-0.0322695
425254	12.0322	0.00606602	2.95242	20.2534	2.76457	-2.42151	0.453952	-5.19113	-1.55718	0.331627	-2.22563	1.78865	-1.49617	-1.53431	0.202196	-0.994835	0.360357
425258	9.12407	0.00626489	2.4548	19.0387	2.35794	-2.04203	-2.27681	-4.11114	-1.53139	1.36938	-1.0211	1.77678	-1.1272	-1.61905	0.602316	-0.0313377	0.196315
425706	9.54147	0.00652487	0.901994	15.011	0.948481	-2.27419	0.66132	-3.61569	-1.15782	0.627611	-1.23291	2.10192	-1.34853	-2.67319	0.350007	0.416732	-0.26258
425821	10.3261	0.00769582	1.07152	16.7378	1.94977	-2.3005	-0.331589	-5.21169	-2.42279	0.892441	-0.410597	0.736635	0.266893	-0.111136	-0.125666	0.695278	-0.554585
425847	13.379	0.00602874	1.44373	20.2746	1.06361	-3.86002	-0.945502	-5.4874	-1.85418	0.785949	-1.93292	2.4546	-0.301134	-1.34817	0.463048	0.0799463	0.698675
425997	16.4391	0.0097918	2.81849	12.6983	2.17361	-0.944881	-0.0704333	-4.40159	-1.73344	0.90703	-1.75709	0.259142	0.0397529	-0.284544	-0.343065	1.42975	-0.349705
426140	17.254	0.00561952	1.10693	18.4069	3.4006	-1.91152	-1.1616	-3.02629	-0.28016	0.901151	-0.651314	0.340479	-0.802352	-1.87504	0.083804	-0.436892	0.232295
426288	15.358	0.00587433	4.66785	18.7377	1.89899	-1.91454	0.0548916	-5.25902	-0.750155	1.71529	0.33328	-0.43875	0.561009	-0.300974	-0.015187	-0.0424265	-0.00536192
426489	17.7651	0.00527923	3.64528	20.5088	4.19681	-3.43383	-0.856717	-4.51224	-1.642	0.722545	0.0423758	1.09211	0.108126	-0.973753	-0.12766	-0.753976	1.1497
426682	17.1891	0.00810518	4.74691	14.7745	3.10721	-0.99042	-2.36353	-3.52158	-1.20757	1.65168	-0.739204	0.308382	-0.328668	-2.00704	0.840181	1.08014	-1.10365
426709	14.3638	0.00436504	1.95563	21.0078	3.87852	-2.13616	-1.12616	-3.40425	-1.44525	1.20385	0.0286877	-0.136935	-0.82886	-3.24932	0.258224	-0.511459	-0.293863
426727	10.3368	0.00915691	2.15287	13.7965	-0.526849	-1.36284	-1.33738	-5.88375	-2.36461	2.17991	-0.188618	1.76904	-0.202282	-1.81756	1.12679	0.961837	-0.429514
427126	10.914	0.00597477	1.89127	18.906	2.56838	-0.691288	0.543694	-3.62954	-1.7645	2.08541	0.724669	0.985711	-0.907115	-0.715488	0.112279	0.952851	-0.262414
427199	15.8911	0.00381451	4.33557	19.0658	3.4598	-2.05766	0.971706	-5.84534	-1.86715	0.900949	-0.473645	-0.972129	0.471326	-1.4818	0.510855	0.262106	0.635146
427260	17.566	0.00310469	6.41144	16.7103	4.29073	-0.948771	-0.523618	-3.69131	-1.73914	1.36118	0.320547	-0.826835	-0.204205	-1.9808	0.535145	0.675329	-0.437657
427922	13.0752	0.00617344	4.83362	20.0037	2.68795	-1.71752	-1.69267	-4.19237	-2.81477	1.22421	-0.490259	2.22339	-1.04406	0.0728876	-0.0405559	-1.02572	0.398196
428167	13.6657	0.00883225	2.05191	10.404	0.267678	-0.634125	1.27549	-4.02604	-1.28086	1.63008	-0.467263	0.376463	-0.0117866	-1.36339	1.92198	0.647763	0.430334
428334	11.9668	0.00335777	2.12559	17.4994	3.84451	-2.45696	1.09938	-4.47001	-1.18188	1.6592	-0.297213	0.830114	-0.595755	-1.42062	1.18833	1.14955	-0.129367
428396	10.7352	0.00786924	1.35136	19.131	2.27193	-1.54946	-1.25066	-4.09157	-1.34575	1.15264	0.241997	1.3169	0.00607711	-0.848351	-0.118005	0.384693	-0.997733
428418	18.0448	0.00887957	2.03639	16.1932	3.23559	-1.32749	-3.02525	-3.8127	-1.04724	1.53713	-0.437574	0.866063	-0.779669	-1.64382	0.0963664	0.283329	-0.870719
428599	12.2187	0.00699145	2.53681	18.5679	2.46093	-0.871149	-1.56072	-4.46241	-1.20738	1.44841	-1.14138	-0.227705	-1.13217	-1.76674	0.762145	0.949733	-0.804236
428664	14.1348	0.00665413	2.54025	18.6492	2.43735	-1.77041	-1.33197	-4.54086	-3.09465	1.10711	0.0412772	1.3796	0.0343153	0.247364	-0.846581	-0.136808	-0.563472
428669	12.7829	0.00413948	4.53996	19.9753	3.16526	-1.48043	0.285755	-4.31043	-1.55642	0.36883	-1.94848	0.495662	-1.5556	-1.26783	0.161183	-0.0336474	0.691517
428691	7.774	0.00477388	1.1099	15.6159	1.45457	-1.32492	0.805381	-3.41716	-2.82042	0.595377	-0.780442	1.90215	-1.79171	-1.94869	0.0929831	0.667201	-0.298294
428772	16.3615	0.00645595	4.98699	19.9635	2.34015	-0.879991	-2.81932	-3.36085	-3.46685	1.76072	-1.49541	2.01491	-1.81783	-1.70283	0.193752	0.590567	0.561934
428880	9.18619	0.00806049	1.41223	11.8343	1.15928	-0.626574	-0.975983	-3.16136	-2.41617	0.932518	-0.360679	0.917855	-0.76991	-1.52983	0.429009	0.244413	-0.930444
428951	16.3518	0.00777933	3.36354	9.44239	0.0314471	-1.73602	0.602532	-4.2867	-1.55297	1.54038	0.716636	3.0457	-0.898024	0.0148218	1.71747	0.308916	-1.02838
428996	10.8411	0.00552047	3.91867	19.7163	1.94458	-0.927923	-0.969704	-4.93238	-4.00968	1.59276	-1.20897	0.306414	-0.853575	-1.13191	-0.797145	0.257387	0.860463
429011	8.71532	0.00642305	2.30266	4.32827	0.929663	-1.51832	-0.496775	-3.22944	-2.12262	0.662028	-0.969793	1.88583	-1.25286	-1.61302	1.72524	-0.515814	-0.752764
429026	7.12769	0.00513319	5.65803	17.0014	2.50947	-1.35186	-0.809365	-4.41308	-3.149	1.56188	-0.651733	0.882413	-0.435485	-0.75847	0.130579	0.977807	0.3788
429304	6.99023	0.00299268	4.78255	15.825	2.57298	-0.812682	0.114848	-3.60224	-3.22876	1.84319	0.421255	1.71	-1.48243	-1.13768	0.637296	0.544758	-0.53359
429658	15.8529	0.00643924	2.4027	17.3435	4.25397	-1.30208	-1.55701	-3.23068	-2.05086	1.04042	-1.06819	0.868348	-1.3703	-1.40479	0.124276	0.15749	0.157323
429849	16.6855	0.00489838	1.8631	18.7423	3.31362	-1.03677	-0.243894	-2.51493	-1.94253	1.18559	-0.39555	0.674368	-1.36292	-0.910693	-0.303596	0.577124	1.29018
429994	15.1147	0.00641535	4.53308	18.4791	3.11306	-1.65123	-1.4719	-4.14671	-0.758754	1.92453	0.443582	1.05681	-0.652165	-0.262456	-0.124157	0.262607	-0.601451
430023	16.0561	0.00857427	5.94597	20.4611	2.34174	-1.48463	-3.09837	-3.81653	-2.83776	1.28832	-1.09303	1.23437	-0.791263	-0.727484	-0.241313	0.0581302	0.0694045
430038	15.3827	0.00829969	3.32746	16.205	2.28222	-2.69642	-0.435914	-4.96767	-1.33279	0.6561	-1.59302	1.8311	0.133546	-0.131802	-0.375293	0.312346	-0.865562
430364	6.01032	0.00323767	1.68324	17.8289	2.52701	-1.18852	1.47234	-4.9421	-2.07337	1.68663	0.128338	0.503363	-1.04241	-1.68108	0.956423	0.490401	-0.450985
430365	13.0592	0.00773632	1.54232	18.1839	1.97652	-1.69729	-2.20242	-4.75654	-1.15848	0.907198	-0.839015	0.975702	-0.0921966	-1.11566	-0.224165	-0.41537	-0.817241
430597	16.2042	0.0064436	3.04179	18.9107	1.47202	-0.612961	-3.15234	-4.61531	-3.80905	1.7405	-1.32374	0.85627	-1.36409	-1.92073	-0.256533	0.29739	-0.697307
430612	14.7001	0.00960978	2.01927	15.0092	1.39568	-0.538022	-0.908004	-3.20331	-3.08796	1.00321	-0.382443	0.89197	-0.432401	-0.580607	-0.70894	0.405599	-1.21246
430909	13.8624	0.00545823	2.68563	17.2735	2.76359	-1.65646	-1.68379	-4.6829	-1.59791	2.76119	1.54828	0.75909	-0.936705	-1.20062	0.849831	1.00985	-1.4084
430979	18.0133	0.00423097	1.67532	16.7186	3.73393	-3.15931	0.71193	-4.78666	-2.0894	1.24106	-0.16892	0.533046	0.836088	-0.290749	-0.417179	0.0932006	-0.817038
431061	16.4023	0.00315437	2.49655	18.7162	3.85067	-1.95908	1.00533	-3.83127	-1.9636	0.791328	0.158483	0.28745	-0.125343	-0.285949	-0.117336	-0.456068	-0.0910148
431115	14.7824	0.00467911	1.68533	18.8386	3.81376	-2.13168	0.188808	-3.92157	-0.302564	1.10327	-0.0143211	0.875542	-0.968647	-1.07494	0.409981	-0.664625	0.287683
431195	17.1777	0.00852937	3.39067	16.2267	3.11333	-0.815254	-2.30919	-3.62824	-1.07565	1.73434	-0.00227935	-0.18403	-0.223771	-1.41546	0.466563	0.231809	0.368585
431475	17.6547	0.00590224	4.83236	19.6277	4.62139	-2.18386	-2.2669	-3.6389	-1.42027	1.69986	-0.769399	1.40469	-1.496	-2.25157	0.569289	-0.184508	0.378915
431514	17.4967	0.00748545	5.44507	3.65166	0.198939	-0.0370939	1.40823	-3.76892	-3.55234	1.17588	-1.34175	2.03794	-1.09001	-0.781752	2.22613	-0.228511	-0.858124
431631	16.8288	0.00759234	3.31642	21.4848	2.68204	-1.8634	-2.77753	-4.64917	-3.04258	1.12332	-2.40699	1.72546	-0.981439	-2.29377	-0.502289	0.557848	0.830099
431720	14.5859	0.00791825	2.52269	19.3679	2.8387	-0.408927	-2.73947	-4.01333	-2.31139	1.66406	-0.0488445	-0.0143759	-0.893438	-1.66347	0.487972	0.302758	-0.340644
432052	14.8584	0.00824805	3.93773	7.55501	2.97859	-0.665535	-0.950348	-2.68225	-3.40741	1.09101	-0.0823125	1.20379	-0.234023	-1.58748	-0.505744	-0.947086	-0.77318
432079	17.425	0.00311422	5.2264	17.9813	4.18341	-0.418811	0.350328	-3.96033	-2.08806	1.01125	-1.25646	-0.0105428	-1.45962	-0.662679	0.514075	0.590763	0.132304
432099	4.77576	0.00540478	2.38505	15.8781	2.32508	-1.44343	0.0423745	-4.69358	-2.06775	2.20717	-1.09159	1.18494	-1.19994	-1.75935	0.18577	1.01485	0.746565
432533	16.832	0.00547415	5.36573	20.3334	4.67599	-1.80734	-1.36665	-3.4978	-2.12926	1.05374	-1.39656	0.993587	-1.61097	-1.92333	0.0983223	-0.160978	0.695236
432905	5.74144	0.00439197	1.57267	18.1207	2.18397	-2.34139	0.664513	-5.48839	-1.9604	0.943182	-0.50267	1.0266	-0.930797	-1.59584	1.09578	0.973551	-1.10004
432914	15.5036	0.00490702	4.44955	17.8651	2.26334	-0.108979	-1.66592	-3.54394	-1.59248	1.3491	-1.03315	1.13857	-0.991803	-0.712015	-0.332688	0.587806	-0.627445
432997	14.0334	0.00350234	4.15307	21.3363	3.02636	-2.90345	0.137998	-5.32203	-2.05001	0.0832015	-1.33495	0.782709	0.0130295	-0.745167	-0.274734	-0.686923	0.783329
433045	11.5427	0.00530343	4.444	18.6653	3.80973	-2.13282	-1.34055	-3.53562	-3.0723	1.67606	-0.812996	2.40825	-0.859198	-1.92748	-0.2119	0.641855	0.0388649
433185	13.6742	0.00494413	2.14643	16.5839	2.34434	-2.02227	0.609626	-5.77175	-1.82589	0.996728	0.489277	-0.584046	0.688421	-0.669726	0.53055	-0.0178859	-0.582228
433196	17.085	0.00613462	6.268	16.9632	2.61073	-0.160167	-1.90002	-3.40568	-2.73017	1.11482	-1.36127	0.624819	-1.76154	-0.545591	-0.133291	0.299134	-0.101869
433250	11.993	0.00866999	0.926705	17.9677	2.05696	-2.20105	-1.22136	-5.11446	-0.822353	0.632743	-1.53199	0.512914	-0.13019	-2.49173	0.387736	0.502548	-1.15073
433320	15.8303	0.00272682	5.38005	18.5729	4.14953	-1.94428	1.7019	-4.48264	-1.28504	1.52026	-0.196238	0.296411	-0.721877	-0.766585	0.857359	0.481599	0.258439
433443	15.4975	0.00481047	4.3634	16.9729	2.55432	-2.22897	0.498365	-5.66116	-2.49743	0.442035	-2.393	0.867021	-0.569839	-0.652285	-0.285505	1.24785	-0.757425
433664	17.3258	0.00501357	2.76447	18.9793	4.54785	-1.68166	-1.57015	-3.83682	-1.90089	1.97544	1.23651	0.209148	-0.476441	-1.68955	0.309079	-0.752083	-0.0926192
433848	16.1177	0.00695086	2.89551	18.5132	0.854558	-1.01258	-1.95716	-4.96202	-4.06503	1.77714	-2.55481	1.86374	-1.42809	-2.21526	-0.225348	1.38405	0.155962
433896	6.16845	0.00697432	1.87553	17.5655	1.90895	-1.70356	-0.0311028	-5.56076	-2.47394	2.23535	0.887361	1.65262	-0.87332	-0.91157	1.20793	0.888005	-1.10429
434031	15.1411	0.00614873	2.55009	21.4288	2.6276	-1.78808	-3.10207	-4.15875	-1.52202	1.24081	-0.619288	0.530194	-0.542638	-2.38136	-0.157267	-0.464924	0.55883
434211	8.53836	0.00919235	0.710099	17.6234	2.05656	-2.01881	-1.43222	-3.65885	-2.28736	1.19424	-0.934769	1.30035	-0.619461	-1.73212	-0.699809	0.105908	0.780604
434395	9.54196	0.00908323	1.3144	10.4396	1.24717	-1.53436	-0.643135	-4.27882	-2.58799	0.0916119	-1.70257	0.149627	-0.0780812	-1.86306	0.440397	-0.09086	-0.360977
434595	10.9436	0.0064586	1.33336	17.3048	3.07813	-1.29266	-0.831803	-3.28553	-1.44494	0.815464	-0.299948	0.214095	-1.39006	-1.34076	0.768332	-0.114493	0.0328822
434714	10.5509	0.0064213	3.49227	20.5226	2.2064	-2.37046	-1.40188	-4.55223	-1.85461	1.11391	0.458979	0.517873	0.228517	-0.971765	-0.151339	-1.08384	0.376528
434730	17.6778	0.00855574	1.3024	20.1706	3.1352	-1.63545	-0.966559	-2.50518	-1.66339	0.557586	-1.97684	2.06677	-1.85611	-2.89662	-0.174884	-0.160264	-0.201636
434778	15.1691	0.00637783	3.25947	19.6575	3.13138	-1.98741	-2.81595	-4.72849	-1.72757	1.56326	0.000738172	0.0707616	0.14927	-1.73906	0.0963737	-0.454292	-0.464426
434818	15.5303	0.00538381	3.70658	21.1925	2.70707	-2.5606	-0.111946	-5.19466	-2.07095	0.448477	-0.985008	0.488723	0.248548	0.361934	-0.0745739	-0.324852	0.59837
434897	11.3608	0.00626878	2.47337	20.054	2.14225	-1.87045	-1.07976	-3.85171	-1.39495	1.67153	0.581739	2.49281	-0.696817	-0.225616	0.366513	-0.343371	-0.548251
434973	15.9488	0.00828386	3.16961	17.2962	2.87263	-1.80871	-0.260252	-5.7792	-1.17072	2.08448	-1.48947	1.91884	-1.11294	-0.374011	0.0808138	1.90907	1.02024
435120	11.0261	0.00669327	4.28054	17.1893	3.46459	-1.06446	0.0622118	-3.7773	-2.85474	1.75267	-0.815256	-0.194049	-0.0580951	-2.40172	-0.312525	0.475525	0.194325
435194	15.6579	0.00878226	0.88021	19.2156	2.70433	-1.89755	0.126429	-3.88105	-0.385953	1.81013	0.813492	1.65769	-0.74645	-0.055319	0.247789	0.877479	-0.379616
435257	17.2123	0.00631134	4.71806	21.062	3.67042	-1.87034	-2.49316	-3.76932	-3.02111	1.17528	0.47673	1.7783	-0.632888	-0.673528	0.402791	-1.45026	-0.0213543
435289	16.1647	0.0034377	4.75001	18.3921	2.8192	0.369729	-0.285753	-3.90244	-3.37146	2.22505	0.593947	-0.164948	-1.03662	-0.5574	-0.00456126	0.478511	0.806876
435362	14.7809	0.00817974	1.86093	11.7303	0.877674	-1.73679	-0.632224	-3.34725	-1.69855	0.394961	-0.0803995	0.717829	0.514235	-0.669001	-0.381732	-0.759409	-0.34784
435643	13.7993	0.00885987	1.86525	12.1454	0.973252	-0.912573	0.0610098	-4.46556	-1.11518	0.865456	-2.01471	1.1937	-0.668089	-0.187566	0.836265	-0.344511	-0.0904271
435647	11.1725	0.00534514	4.71078	15.8365	2.21096	-0.892381	-1.80364	-3.89276	-2.57551	2.40729	1.17366	0.452611	-0.311244	-1.64938	0.00827015	0.765579	-0.435693
435670	8.41918	0.00723922	2.97166	19.9171	2.68717	-2.15053	-2.23847	-5.05143	-1.97425	1.45381	-1.3271	1.55517	-1.30406	-1.78861	0.352961	-0.120006	0.331406
435799	14.7305	0.0099843	2.48232	5.27342	-1.44394	-0.73406	0.714142	-4.35703	-2.63784	1.11705	-0.467002	1.92424	-0.251059	-2.37476	0.202917	0.261459	0.501392
435839	15.8265	0.00395238	3.75341	21.4319	2.15295	-2.48422	-1.0146	-4.60921	-1.7474	0.548373	-2.30777	1.75882	-0.390773	-0.601476	-0.901765	0.0893143	0.621029
436008	16.6777	0.00933053	1.98497	9.15302	0.737954	-0.813781	-0.36034	-2.6592	-2.24454	-0.0614575	-0.939647	2.61036	-1.56486	-2.97255	0.932877	-0.724485	-1.41168
436419	15.0639	0.00454565	1.13977	19.1157	3.86824	-0.58582	0.332509	-3.31408	-2.43409	1.5216	0.189732	-0.299448	-0.92387	-1.48097	-0.182476	0.460134	-0.482036
436476	11.2233	0.00605795	1.17897	21.179	1.96808	-2.10775	-1.10008	-3.88764	-3.42933	1.21127	0.126625	2.69114	-0.968331	-0.260547	-0.189432	-0.912641	-0.284437
436787	14.5438	0.00315111	4.66604	19.5935	4.77146	-2.37805	1.59367	-4.57118	-2.73255	1.36108	-0.699114	1.89981	-1.3613	-1.82459	0.258533	-0.307337	0.624394
436854	9.03715	0.00564283	3.1375	19.4154	1.65133	-1.49781	-2.10353	-5.48195	-1.70298	2.57447	-0.076147	2.02394	-1.71361	-1.60697	1.02306	0.639888	-0.989499
436889	11.467	0.00762441	1.58205	14.2112	1.08015	-1.96239	-0.394856	-4.61914	-2.54913	1.36737	0.972781	1.21137	0.397159	-0.000234917	0.418105	0.349667	-1.13642
437406	9.78581	0.00498904	1.33005	16.3314	3.16593	-0.795409	-0.462044	-3.3189	-2.40917	1.56637	0.209062	0.270548	-0.564215	-1.92418	-0.269616	-0.0913824	0.372665
437467	11.6894	0.00539651	6.16727	17.2939	2.68067	-0.896936	-1.56442	-3.77689	-2.21975	2.49979	0.721649	0.333717	-0.782099	-0.890151	0.184072	0.446966	-0.648084
437509	5.64813	0.0069658	2.51966	16.5221	2.83949	-0.62983	-0.586046	-4.49549	-3.43212	1.92141	-0.328463	0.789293	-1.33935	-1.3806	0.407411	0.0538519	-0.279679
437565	15.4114	0.00799308	2.00754	20.1899	1.21179	-1.52998	-2.49811	-4.59437	-1.89113	1.16317	-0.107321	0.248853	-0.308444	-0.54853	-0.560965	-0.906464	-0.132892
437703	14.7157	0.0052229	3.39915	16.5348	2.48828	-2.37539	0.65827	-6.06652	-2.37354	1.77687	1.71218	1.64167	0.70144	-0.332945	0.746245	0.408751	-1.05045
437876	14.0794	0.00914874	3.01611	19.7711	3.85207	-1.08964	-1.67376	-4.14398	-1.45883	1.66727	0.15728	0.42864	-0.838084	-0.735052	0.490651	-0.149884	0.326572
438225	17.519	0.00952774	3.16054	20.5992	1.16224	-1.37079	-2.94045	-6.46918	-1.22259	1.78989	-0.606452	-0.214768	-0.992715	-2.59965	1.66236	0.690684	-0.57111
438805	13.2416	0.00537439	4.47845	11.7665	2.74016	-0.556087	1.23449	-2.6796	-2.64256	1.41407	-0.238535	0.691373	-0.285419	-1.844	0.879993	1.11211	-0.554908
