Sim_num	Dist	MRATE	oriLat	oriLon	Axis1	Axis2	Axis3	Axis4	Axis5	Axis6	Axis7	Axis8	Axis9	Axis10	Axis11	Axis12	Axis13
186479	16.776	0.00410602	2.36097	19.7101	3.86728	-2.28264	0.579069	-3.87967	-1.12172	0.762954	-1.44154	1.14638	-1.48253	-0.266241	0.476183	-0.0821338	0.467259
186780	11.205	0.0075742	1.53521	19.1353	2.57264	-2.40899	-1.28549	-6.21761	-1.25362	1.77267	-1.4187	0.460519	-0.512262	-1.57683	1.50029	0.92486	0.709082
186805	11.3931	0.00399674	1.72091	20.7952	2.99508	-2.64279	1.33882	-4.8014	-1.1874	1.1562	0.0725166	1.28381	-1.03949	-0.846536	0.764257	-0.749693	1.22225
187011	16.5719	0.00463722	3.60874	17.7284	2.65889	-0.656718	-0.0305652	-5.22894	-2.60312	2.88439	1.90184	-0.505533	-0.086206	-1.14277	0.34521	1.19016	-0.827356
187248	16.8731	0.0059986	5.09576	20.3452	1.44935	0.204493	-2.67485	-4.65066	-3.93086	1.81314	-0.317376	-0.215998	-1.64829	-2.03597	-0.0580465	-0.0503607	0.448544
187370	16.158	0.00582179	3.66821	20.5195	3.12756	-2.62978	-2.66665	-4.93911	-0.626452	1.04742	-1.15571	0.767372	-0.654036	-2.80412	0.824444	-0.46811	0.302241
187470	9.17795	0.0036426	3.08719	19.903	1.923	-2.66443	1.04582	-5.16968	-2.48628	2.2173	1.76152	2.36173	0.0647305	-1.43381	0.451012	0.169324	-0.203593
187530	10.3882	0.00354086	1.02153	20.4249	2.35031	-2.04824	1.63927	-4.88203	-2.81228	0.821114	-0.567261	-0.548851	-1.5188	-1.21555	0.829009	0.660118	-0.125258
187623	14.0826	0.005559	0.99063	18.7549	4.72977	-2.88686	0.597098	-4.17681	-2.71608	0.857628	-0.525959	1.19087	-0.760164	-1.25412	0.729127	0.442932	-0.545763
187646	15.5266	0.00858661	2.64105	21.2266	2.13563	-1.53739	-2.30274	-4.71221	-1.41675	0.561853	-2.11299	1.35773	-1.41115	-1.21122	-0.256327	-0.514043	0.50071
187841	11.9219	0.005399	0.589351	18.928	2.36071	-1.66936	0.591032	-3.62883	-0.780045	1.68006	-0.920422	1.64394	-2.1317	-1.24344	1.14631	0.951011	-1.01807
187875	14.4699	0.00442673	1.00801	16.4194	1.2656	-1.35969	-1.52378	-3.68878	-1.81424	0.555294	-0.463356	0.0762788	-0.0108537	-0.636367	-0.434969	-0.450688	-0.228832
188173	17.0131	0.00868779	4.67896	17.8709	1.26234	-1.23821	-2.79846	-5.27517	-1.85235	2.25776	-0.0619118	0.2857	-0.260889	-0.50928	0.562035	1.3861	-0.751037
188195	15.7613	0.00831586	3.31454	17.394	1.63027	-1.43026	-0.939283	-4.59575	-2.54847	1.30337	-0.00771749	1.89748	-0.0718008	0.908465	-0.392312	-0.103969	-0.938864
188219	13.8534	0.00536629	6.15557	16.3901	2.5868	-0.715373	-1.01243	-3.10728	-1.35776	1.85307	0.551071	2.14318	-1.21301	-0.348327	1.06632	-0.124511	-0.399497
188310	11.0212	0.00432521	2.04186	14.5852	2.55034	-0.907376	0.629589	-3.49903	-2.52391	0.736008	-0.821824	-0.0533723	-0.489111	-2.05231	0.0117497	0.844737	-0.889289
188405	15.6085	0.00633592	1.78774	12.3008	0.93807	-1.21532	0.855454	-4.27346	-3.67582	1.30011	1.30357	0.997772	-0.143531	-0.00871411	0.435199	0.795628	-1.55397
188900	13.613	0.00622058	3.82621	12.6725	3.01197	-1.40974	0.412924	-3.08283	-3.10766	0.974314	-0.46054	1.16854	0.06255	-0.555873	-0.35069	0.646017	-0.577474
188983	14.9535	0.00967466	3.9124	16.8203	2.31646	-1.25335	-2.20152	-3.82008	-2.49491	1.39677	-0.223222	0.775632	-0.317633	0.157215	-0.030784	0.00874307	-0.317928
189019	11.299	0.00659821	3.08213	19.79	4.20719	-2.97553	-0.604664	-5.1748	-1.44035	1.62297	0.324989	0.515746	-0.373167	-2.30929	1.23738	-0.627791	0.114104
189106	17.4419	0.00399476	3.63044	14.1769	1.68243	-0.352075	-1.73154	-3.03836	-3.3544	1.21201	-0.166884	-0.000456749	-0.33117	-0.698036	-0.498747	0.420048	-0.664421
189541	12.9276	0.00381234	4.12267	21.3197	3.00163	-3.10424	0.424314	-5.67438	-2.31364	0.63681	-1.43079	1.84713	-0.636665	-0.408205	-0.134234	-0.848804	0.458179
189763	10.2599	0.00489112	3.77726	14.4558	1.83845	-0.94952	0.627884	-4.02743	-2.57918	2.05431	0.451805	0.288396	-0.0575927	-1.09389	2.00377	1.44052	0.417874
189847	10.7753	0.00495546	4.49666	18.6545	4.08894	-2.10657	-0.0227218	-4.63559	-1.70736	1.68824	0.176258	0.387753	-0.292666	-0.955826	0.6573	0.154325	-0.342296
190061	16.2751	0.00703306	2.40046	16.6669	3.09666	-2.59724	-0.399492	-5.97159	-1.09084	0.597417	-1.17981	-0.505388	0.455079	-1.48849	0.809888	0.75481	-0.604707
190072	15.7013	0.0051993	1.51538	19.8982	3.01395	-2.30935	-1.89001	-3.92927	-2.24156	1.56306	1.08488	-0.246053	0.326461	-2.0163	-0.243239	-1.15219	0.696979
190272	10.887	0.00442657	1.66618	17.443	2.38455	-1.9235	-0.873052	-3.97289	-2.27865	1.59858	1.6696	1.18214	0.117121	-0.735937	-0.0247657	-0.547493	-0.300577
190294	14.3048	0.00705697	1.20216	20.724	0.698677	-0.567315	-2.65638	-4.20331	-1.61472	1.49041	-0.640037	1.40971	-2.53733	-1.91224	1.11639	0.121756	-0.411749
190310	9.70797	0.00471677	2.86396	19.5995	0.729516	-2.41575	-0.383872	-5.86974	-3.17338	1.23814	-0.28349	1.74671	-0.370524	-0.234999	-0.205554	-0.952826	-0.299335
190454	9.77043	0.00644112	2.3715	20.7071	3.13201	-2.64164	-1.79704	-4.93262	-2.52862	1.14332	-1.69511	1.46527	-1.70778	-2.9684	0.299533	-0.631291	0.174035
190477	15.4234	0.00513571	5.87474	17.3192	3.76134	-0.880256	-1.28862	-3.40032	-3.29864	1.46837	-0.471338	0.530154	-0.609459	-0.934062	-0.602455	0.356402	-0.587815
190848	10.2095	0.00347052	0.905844	19.3516	3.32189	-2.27999	1.84026	-5.01718	-3.23828	0.978174	0.0293614	0.535454	-0.750283	-3.45193	0.547708	-0.4247	-0.643741
190861	17.7117	0.00869928	4.73196	18.0759	2.77728	-1.70136	-1.49852	-4.33218	-2.17288	2.65882	1.98235	1.82014	0.225629	-0.123899	0.0828061	0.254925	-0.973298
190937	16.4426	0.00761663	1.54378	15.3148	3.49027	-3.14384	-0.0126274	-3.86181	-0.784778	1.41418	0.293277	1.5847	0.774293	-1.04625	-0.0732978	0.466515	0.260985
190953	15.3338	0.00471951	5.15183	18.9637	2.84744	-1.09991	-1.5943	-3.9981	-2.25912	1.31016	0.487229	-0.408137	-0.208422	-0.5417	-0.380481	-0.503226	0.49301
191096	9.50997	0.00446827	1.75015	17.5428	1.61391	-0.552935	-0.380117	-3.73161	-4.23092	0.912773	-0.46971	1.1894	-1.4874	-1.96705	-0.132721	0.61885	-0.992497
191174	13.6954	0.00954807	4.17567	19.6626	3.6858	-2.02328	-2.21184	-4.61978	-1.02736	1.73044	0.644435	0.554633	-0.383651	-1.98021	1.06003	-0.0877277	-0.492928
191236	11.438	0.00418185	2.17184	19.0972	2.32014	-1.9459	-1.21081	-5.14393	-1.22089	1.5925	-0.247344	-1.10134	-0.495931	-3.13438	1.07468	0.370241	-0.171706
191389	16.4244	0.00825361	2.38937	4.71403	0.582282	-0.831396	-0.227559	-3.23708	-2.04807	1.67355	-0.620915	0.884239	0.0770916	0.310086	-0.230775	0.469724	-0.132447
191467	14.541	0.00686183	4.04868	9.37743	3.73725	-2.20926	1.03415	-3.33737	-2.93413	0.174523	-1.3691	1.06758	-0.407929	-1.11691	0.658426	-0.385327	-0.143278
191626	9.24196	0.00593068	1.81472	18.0792	3.17337	-2.24038	0.0658143	-4.63554	-1.83188	1.66525	0.327557	1.30224	-0.319164	-0.363051	0.551364	0.455622	-0.936135
191647	13.2238	0.00504766	3.88336	21.3182	3.74726	-1.26685	-0.467778	-4.55094	-2.78205	2.33084	2.18335	1.82606	-1.16784	-2.66796	1.00126	-1.50825	-0.235909
191921	15.1298	0.00704199	0.942115	16.341	0.997396	-1.43521	-2.48881	-4.29603	-1.57528	0.525726	-1.82789	1.4397	-0.860936	-2.0178	-0.11048	-0.0113635	-1.10801
191931	9.0688	0.00816794	4.66793	14.3988	1.22017	-1.69188	-0.14554	-5.85379	-2.73644	1.93821	-1.63767	1.33659	-0.6873	-2.0738	1.90308	2.09858	0.224001
192016	5.71729	0.00524414	2.01139	19.1183	2.70162	-2.56459	-0.238386	-3.91931	-2.01914	1.65797	-0.0756967	1.93618	-0.544987	-1.48669	0.0546983	0.478552	0.613678
192058	17.0318	0.00602221	1.76662	18.0954	3.32758	-1.89344	-0.744284	-4.97114	-0.156132	1.49584	0.0727242	-0.511793	0.30491	-1.58055	0.272126	0.706098	-0.318384
192068	11.5253	0.00420172	3.94974	20.7819	4.1739	-2.0651	-1.64991	-3.72094	-2.51344	1.33292	-0.335604	0.952954	-0.769852	-2.34248	0.140528	-0.251964	0.539373
192472	14.128	0.00336557	2.50485	19.3721	3.68133	-2.06966	1.89718	-3.57122	-2.37301	1.04228	-1.11907	2.61208	-1.89127	-2.15762	0.332954	0.112084	0.142799
192486	14.8199	0.00397223	2.96967	20.4394	1.9709	-0.150068	1.25723	-5.35845	-3.43336	1.51659	-1.36305	-0.375139	-1.18899	-1.40357	0.505754	1.80482	0.221425
192596	11.8335	0.00539514	1.92337	13.4907	1.37473	-0.262668	0.944926	-3.72233	-3.64444	2.36772	0.66529	0.171837	-0.921883	-1.92916	0.407812	1.49034	-0.35927
192612	13.7234	0.00614238	2.12591	12.4423	1.46898	-1.53911	1.97702	-4.39966	-3.83598	0.170548	-1.0392	0.522873	-0.839118	-1.07045	0.280694	0.408709	-1.09529
192635	5.60313	0.00541724	1.58338	18.5554	1.97137	-1.44066	-0.131391	-5.22731	-2.4908	2.0237	-1.36769	0.298371	-1.7001	-2.56366	0.436335	1.28862	0.0239312
192711	15.4596	0.00695226	2.25283	17.3624	0.980287	-1.12219	1.28715	-5.10308	-3.03441	1.64673	0.479451	0.2618	0.131041	-0.230057	-0.896751	1.16967	0.120071
192932	14.9019	0.00392916	2.52197	18.6656	4.55003	-1.51866	0.787781	-3.38372	-1.83452	1.8639	0.735231	1.20605	-1.69461	-1.61445	0.710111	-0.723743	0.41228
193046	7.1684	0.00709291	1.6381	18.5621	1.71555	-2.02937	-0.608404	-5.07676	-1.36588	1.5025	0.406682	1.54246	-0.402496	-0.630699	0.767983	-0.457908	-0.976716
193350	11.8985	0.0052676	1.98097	19.9609	4.29511	-2.35084	-0.0766689	-3.88598	-2.46773	1.00771	-1.33137	1.07929	-2.0434	-2.23449	0.727307	0.565106	-0.477697
193358	17.0783	0.00525712	1.74858	20.494	3.27853	-2.14745	-1.16381	-4.73092	-2.43152	0.968318	0.0133526	-0.636896	0.251884	-0.185811	-0.419063	-0.52039	0.417439
193374	15.5482	0.00476593	5.59936	18.8191	3.50562	-1.91893	-0.344614	-4.94911	-1.94936	2.74354	2.11218	0.166132	-0.406699	-2.03444	1.57807	1.24122	-1.16278
193535	14.712	0.00988221	1.50008	17.0103	3.4206	-0.759775	-0.760785	-3.50255	-2.04177	1.46793	-1.92428	1.65933	-1.39784	-1.46934	-0.478638	0.934647	0.550929
193831	7.80997	0.00417397	5.04077	20.4315	3.51471	-2.28878	-1.54557	-4.81006	-1.80937	1.97618	0.671026	1.48769	-1.15948	-1.78576	0.655956	-0.490051	0.369072
193917	16.2723	0.0079654	0.500061	19.1756	2.12118	-1.80367	-2.64948	-4.19812	-2.61091	1.19477	0.364166	0.862302	0.559323	-1.19303	-0.959014	-0.283862	-0.784188
193963	17.561	0.00205255	5.91073	20.0098	3.99074	-1.39267	0.952281	-2.70161	-3.30241	0.85897	-1.37881	0.957336	-1.02357	-2.73528	-0.643497	0.54509	0.102953
194154	16.188	0.00330183	2.70625	19.2756	4.36167	-2.40731	1.24858	-3.82601	-2.61245	0.696375	-0.134901	0.892571	-0.199136	-1.57542	-0.577497	-0.799653	0.500865
194201	16.834	0.0034104	2.08463	19.8469	3.80035	-2.34884	0.530921	-3.77449	-3.58493	1.0682	-2.58145	1.78325	-2.02276	-3.06937	-0.0359389	0.746874	0.498317
194329	17.7208	0.0046946	2.42268	14.8063	3.43128	-1.39303	1.01222	-3.60913	-1.66032	1.61084	0.39487	1.22538	-0.544454	0.269336	0.247984	1.30085	-0.649863
194404	14.779	0.00434454	1.79277	19.7831	1.22685	-0.415266	-1.43714	-4.1317	-2.55397	1.83735	1.03072	0.804304	-0.867538	0.170211	-0.149026	-0.744491	-0.00503156
194481	14.1529	0.00496745	1.67157	19.5407	4.10983	-3.34436	-0.634855	-4.93623	-1.92521	0.754765	-0.526332	1.29451	0.113577	-1.05508	0.27818	0.464456	-0.733758
194771	15.0102	0.00386169	2.54197	20.0211	3.80818	-1.54024	-0.280095	-2.85707	-2.77979	0.888674	-1.20679	2.42022	-1.99943	-1.07146	0.385486	-0.194008	-0.318225
194839	17.4797	0.00708058	3.6883	21.1296	1.86599	-0.968705	-3.20341	-4.16286	-1.66805	1.80322	0.779043	0.180953	-0.0894204	-1.20271	0.333424	-0.313114	-0.293351
194857	14.5062	0.00384582	5.61974	20.6756	2.68848	-1.71005	-3.01351	-3.80867	-2.45255	1.71037	1.31029	0.736974	-0.838345	-2.34611	1.05837	-0.949887	0.253342
194927	16.8434	0.00762972	3.75363	20.4027	3.37727	-2.44517	-1.82858	-4.24022	-1.00955	1.24452	-1.16338	1.90794	-0.590156	-0.736611	-0.281081	-0.339114	1.21249
194931	10.739	0.00741439	2.76664	18.3027	2.75176	-2.30113	-1.03696	-5.76349	-2.28546	1.32095	-1.50172	2.23249	-1.05186	-1.08663	0.2261	1.00434	-1.39409
195079	14.2528	0.00517298	3.37403	16.7852	3.18982	-1.36018	-1.27881	-3.77397	-3.14511	1.01725	-1.66357	1.10837	-1.00597	-0.795878	-0.751613	0.198588	-0.772627
195135	16.3972	0.00273219	5.14204	19.8498	3.59063	-1.09889	-1.20975	-3.54765	-2.28878	0.765564	-1.37769	-0.241729	-1.11945	-0.710558	0.659944	0.216186	-0.780832
195176	9.4455	0.00741936	5.33438	20.6958	2.85625	-1.8575	-1.23966	-5.23858	-1.16579	2.38539	1.18628	1.45221	-0.218767	-1.80359	1.40313	-0.588064	-0.718662
195183	13.5229	0.00406684	5.39162	17.1012	2.22319	-1.17866	-0.0576124	-4.55292	-0.334659	1.36115	-1.77159	0.307299	-1.54844	-1.56781	0.410837	1.1511	-0.382989
195389	10.3492	0.00596204	3.09607	21.0033	2.4495	-3.00319	-1.40192	-5.51938	-1.62084	1.01811	-0.769987	0.626127	0.00381534	-1.00731	0.239623	-0.495845	0.596599
195706	12.3475	0.00469478	3.28279	20.4122	2.43258	-1.61744	-1.2934	-4.3692	-2.16252	0.498013	-0.931472	0.628928	0.0176556	-0.932971	-0.53863	-1.2357	-0.335075
195918	11.4553	0.00335454	1.82762	18.4333	3.07737	-0.792323	0.415792	-3.33345	-3.83568	1.13018	-0.0023383	0.361178	-1.13127	-2.24159	-0.371224	-0.975882	-0.256591
195930	11.5321	0.00418691	0.926719	17.0124	0.716174	-2.20372	-0.489683	-3.7337	-1.52578	0.65365	-1.99728	1.06752	-1.35138	-3.54943	0.62401	0.849397	0.151456
196178	11.6	0.00729561	4.60314	14.3879	1.09155	-0.165686	-0.671887	-4.32973	-2.34489	1.21354	-1.81476	0.445741	-0.415919	-1.50997	0.316944	1.27157	-0.237244
196182	16.3789	0.00284817	3.31563	21.0375	4.03999	-2.23596	0.427231	-5.07056	-1.83226	1.10524	-1.11998	-0.840489	-0.562837	-2.85762	0.265103	0.676938	1.41288
196520	16.2158	0.00506477	2.89551	13.9277	2.118	-0.664705	-0.56521	-3.08896	-2.90762	1.24167	1.12224	0.544722	-0.0423029	-0.732123	-0.173183	0.813417	-1.53876
196658	10.3796	0.0071928	1.34385	20.5063	3.6171	-3.11923	-0.337868	-4.43331	-1.28551	0.874359	-0.0329466	1.15103	-0.299412	-2.34134	0.360709	-0.471376	-0.897097
196903	11.3466	0.00601236	1.40195	17.7749	3.34741	-1.13331	0.756073	-4.17312	-2.39784	1.33126	-0.264524	-0.0233591	-1.34364	-1.06092	0.0230845	1.28111	-0.13762
196932	17.7688	0.00848149	3.01355	16.9948	3.18747	-1.11692	-2.80556	-3.88294	-0.889226	1.42066	-0.349336	0.640467	-0.541307	-1.01868	0.583026	0.239419	0.128195
197208	9.1575	0.004656	1.90559	19.2781	1.62632	-1.38971	-1.8644	-5.14175	-1.88352	1.98804	0.722288	-0.0947012	-0.318638	-2.10818	0.468707	0.3175	-0.994315
197232	17.3171	0.00461256	5.19561	12.1207	1.00592	-0.960231	2.81038	-3.27505	-1.99087	1.20451	0.0255719	1.31055	-1.10641	-0.803776	0.890903	0.719618	-0.679467
197258	16.7882	0.00184825	4.83746	20.8857	2.79695	-1.88195	3.02654	-4.75943	-3.14993	1.26547	-0.68028	2.13119	-2.6433	-3.0519	1.94897	0.258032	-0.475825
197287	16.5494	0.00747883	4.68165	21.471	3.05706	-2.17799	-3.1679	-4.19658	-2.42404	0.757846	-0.772603	1.72077	-1.23134	-0.686673	0.512973	-0.269084	-0.196006
197378	13.5289	0.00375414	6.39286	20.9336	2.01289	-1.13649	0.0132499	-2.59809	-3.96544	0.0912243	-0.950503	0.453863	-1.36566	-2.16355	-0.0229108	-0.0681429	0.496393
197419	12.8769	0.0061546	4.81815	20.6392	2.66691	-1.80372	-1.12089	-5.8776	-2.11734	1.98256	0.842197	-0.651024	0.0150228	-3.77872	1.10457	0.473139	-0.970188
197783	8.41354	0.00665026	2.86305	9.79279	1.8245	-0.918429	0.492146	-4.49766	-2.3111	1.52289	-0.254829	0.216307	0.361694	-2.21824	0.795906	-1.27665	-1.22459
197805	11.0378	0.00833884	3.45231	15.6063	2.2508	-1.47317	-0.983734	-4.48128	-2.51684	1.26887	-2.05377	1.59832	-0.445981	-0.981542	-0.779726	0.698146	0.0872782
197895	15.4506	0.00431002	4.1225	19.4066	3.70584	-1.42534	-1.40639	-4.41924	-2.13924	1.67888	0.575301	-0.777877	0.0345496	-1.07189	0.0614422	0.144455	-0.145648
198179	11.1672	0.00687063	2.79642	14.8818	0.111518	-1.28905	0.0086493	-5.98401	-2.93016	1.45914	0.52698	0.488997	0.547455	-0.768956	0.341458	0.437024	-0.445202
198219	16.292	0.00766966	3.58942	19.7168	3.39581	-2.93271	-2.03163	-4.45805	-1.89723	1.27011	0.500004	0.995144	0.504103	-0.553007	-0.0748172	-0.447273	-0.343804
198339	9.66491	0.0043742	4.59116	19.9264	2.48908	-1.52271	-2.26147	-4.06883	-2.39764	1.72828	-0.497291	1.79485	-0.892371	-0.93084	0.0775596	0.218152	-0.469741
198716	10.193	0.007211	1.78099	11.9075	1.5346	-0.669944	0.968871	-4.81802	-2.97545	1.886	1.2045	0.655404	-0.148647	-1.01451	0.81616	0.573898	-1.37803
198865	13.8722	0.00553532	5.577	21.193	2.20384	-2.66521	-2.20591	-5.45916	-1.55029	0.994712	-0.160975	0.103533	0.684031	-1.20326	1.07304	-0.637155	0.182874
198876	15.0218	0.0044913	5.8661	20.4384	2.74662	-0.246887	-1.87853	-3.67379	-1.62671	1.66287	0.216036	0.212152	-1.08959	-1.06386	-0.249892	-0.0133594	0.709583
198895	13.2514	0.00375334	1.89442	20.8781	3.8293	-2.91324	0.577263	-3.17441	-2.564	0.937313	-1.26537	1.96883	-1.5934	-3.10642	0.475147	-0.840194	-0.0388876
198899	17.7613	0.00692364	4.53035	19.3075	2.25124	-1.11905	-1.32998	-3.81849	-0.939618	1.35132	-0.801954	0.834461	-0.357754	0.406935	-0.339584	0.163899	-0.324346
198980	17.7748	0.00585214	3.46291	20.1698	3.69001	-2.4709	0.178891	-5.67051	-0.961494	0.353892	-0.823702	0.244797	0.197239	-0.378674	0.215663	-0.0271584	0.389877
199069	16.3824	0.00501068	6.45972	11.3001	0.868317	-0.177329	0.381063	-3.92976	-2.3969	1.7622	0.398442	-0.699627	0.0728475	-2.18858	1.76538	1.96642	-0.551236
199086	13.8769	0.00619961	2.308	19.8449	3.13263	-2.26935	-2.39697	-4.48693	-1.17457	1.5674	0.545368	0.299865	-0.312622	-1.21088	0.546609	-0.175366	0.189611
199195	11.269	0.00770745	3.24435	10.0998	0.667194	-2.03494	0.652116	-4.42261	-1.70075	1.84509	0.837379	1.53207	0.407783	-0.283989	0.439734	0.468774	-0.530109
199261	16.9701	0.00616796	3.17717	20.5991	2.55789	-1.65961	-1.85426	-3.81292	-3.9689	0.802864	-1.3553	1.56422	-0.899065	-0.594171	-1.08929	-0.822245	0.491262
199473	16.5124	0.00571861	1.25242	20.4235	2.05805	-1.77633	0.835008	-5.54389	-3.1906	-0.100696	-2.34996	0.412294	-0.675833	-0.340385	-0.339933	-0.0411562	0.0563557
199530	17.808	0.00347143	5.78956	18.8206	3.49562	-0.943379	-2.00564	-2.42875	-1.16283	1.7923	0.421544	0.867708	-1.41189	-2.35802	0.540973	0.00362157	0.249204
199559	10.7821	0.00539497	1.08378	18.821	3.33533	-2.53937	1.61629	-4.65122	-2.61574	0.88451	-0.336074	0.228523	-0.157045	-2.41871	-0.225785	-0.00257697	-0.603863
199649	15.5422	0.00861057	1.19422	16.8451	3.47887	-2.7684	-1.38104	-3.68333	-0.509169	0.44314	-0.438573	1.30229	-0.470489	-1.95637	0.322447	-0.357666	-0.689359
199911	17.7616	0.00866013	6.14875	19.2178	2.669	-1.17923	-2.79671	-4.44369	-2.14659	2.09463	-1.73587	1.64362	-1.8403	-1.29263	0.00295277	1.75131	-0.0650387
200038	17.3162	0.00497908	0.640542	17.9466	4.30739	-0.552021	-0.0842805	-3.55203	-2.2071	1.66896	1.66824	0.43519	-0.703713	-2.15242	-0.00713207	-1.07283	0.0361438
200190	15.9821	0.0090073	5.63402	6.15774	0.684602	-0.0418145	0.0924446	-2.61627	-2.32964	0.886511	-1.49882	0.559281	-0.750824	-1.08268	0.548065	0.481153	-0.316371
200263	13.8759	0.00631648	5.96924	19.984	2.21634	-0.657343	-1.98039	-3.94863	-3.73261	1.38589	-1.08497	0.823064	-1.09671	-0.782736	-0.588798	0.294167	0.630936
200725	17.706	0.00542008	5.33036	18.7398	2.72486	-0.171418	-1.83992	-3.64193	-1.37287	1.84758	-0.0570441	-0.606302	-0.924279	-0.837671	0.233835	0.247884	0.183284
200798	17.1908	0.00263045	6.22675	20.8277	3.17218	-1.61749	1.10492	-4.02432	-3.68989	-0.229669	-1.63282	-0.0442345	-1.56115	-2.01051	-0.618687	-0.0743036	0.865829
200815	17.7663	0.00797107	2.55205	16.8452	3.45638	-1.87433	-1.88645	-4.81238	-1.29482	0.70273	-0.824746	0.018185	0.291741	-0.542023	0.146279	0.37109	-0.303951
200918	15.8334	0.00429447	5.2641	19.14	4.90249	-1.37697	-0.823956	-3.72976	-1.81863	1.24153	-0.380769	0.753991	-0.709879	-1.69133	0.064688	-0.619382	0.246735
201232	7.69415	0.0069814	5.39032	19.6954	1.00964	-1.00736	-1.42007	-5.3051	-2.08856	1.51487	-0.6907	0.746492	-0.882583	-1.11976	-0.215754	-0.554164	0.567404
201235	8.21821	0.00723521	2.08765	20.117	1.56735	-2.1837	-1.03865	-4.83658	-3.17981	1.31081	-1.13896	1.57928	0.0197361	-1.42467	-1.00726	0.397974	-0.202001
201524	12.6847	0.00833682	1.23382	10.9353	2.02007	-0.0869167	-0.402302	-2.93177	-3.85668	0.917815	-0.356424	0.562264	-0.805975	-1.72795	0.0729628	0.0378619	-0.993578
201730	15.9086	0.00488049	3.13908	20.2374	3.90558	-2.55592	-0.234013	-5.06002	0.288897	1.28173	-0.863762	0.976779	-1.14938	-2.07762	1.15833	0.187484	0.561036
201872	11.2261	0.00580789	4.65232	20.6286	1.50259	-2.00717	-0.930839	-4.04134	-2.27217	0.776908	-0.488136	0.659346	0.0335353	-0.0573011	-0.109838	0.117228	-0.476263
201978	8.02863	0.00625042	2.09309	21.1131	2.85517	-2.66891	-0.208646	-5.21836	-2.81486	1.19291	-1.94604	2.63249	-1.05361	-3.02404	0.141773	0.0852611	0.0344056
202031	13.6521	0.00970407	1.06387	15.905	2.72837	-2.06925	1.1291	-5.82288	-3.11174	0.888925	0.158822	0.176009	0.627689	-0.930031	0.338597	1.1687	-1.11283
202094	14.5956	0.00549792	3.98863	20.6012	3.55001	-3.35961	-0.784825	-6.0257	-0.92112	1.11667	-0.929138	0.229076	0.160552	-2.82829	0.935251	0.217209	0.358717
202138	9.35906	0.00958722	3.23301	16.2725	1.37154	-1.20582	-0.27624	-5.31624	-2.67669	2.18031	-2.0138	2.1219	-0.98684	-2.08532	-0.575067	1.44127	0.260848
202144	13.2913	0.00822946	1.43228	18.7664	1.43716	-2.08749	-1.61054	-4.85802	-1.95599	0.760663	-0.350795	-0.392785	0.0166184	-0.504449	-0.228892	-0.242917	0.422289
202151	14.9867	0.00646413	0.703207	19.8165	2.6092	-2.20114	-1.62111	-3.22058	-2.05387	0.279503	-0.602743	1.51256	-0.180381	-1.06888	-0.517171	-1.15621	0.305285
202240	15.0361	0.00837398	5.18771	19.2554	3.46193	-2.30673	-2.42721	-5.34665	-1.34013	1.74184	1.00249	0.500918	-0.232003	-1.5265	0.594489	-0.79957	0.435501
202283	17.2104	0.00679731	6.39643	19.8715	4.04059	-1.45352	-2.13132	-3.5132	-1.60311	1.64123	0.711861	0.829232	-0.709294	-0.771869	0.641607	0.282557	-0.279085
202484	17.5057	0.0044486	3.41094	16.4228	4.30224	-3.30467	0.534333	-6.06536	-1.64099	1.04303	-1.58574	0.922225	-0.144099	-1.57679	0.900603	0.774362	1.13942
202510	13.8513	0.00861628	6.29331	3.60295	-0.186516	-0.318337	-1.52913	-3.11226	-2.92859	1.38603	-0.561816	1.00465	-0.568498	-2.60629	0.922288	-0.157963	-1.09592
202559	10.8155	0.00469526	1.46434	16.1026	4.51671	-2.01821	-0.140182	-4.23203	-2.28003	1.06411	-1.01682	0.842383	-1.04406	-2.04254	0.870519	0.491576	-0.422268
202612	17.5049	0.006935	3.91402	18.4937	2.0918	-1.0284	-2.90758	-4.61737	-2.09921	2.29346	0.943512	0.922708	-0.127054	-0.441259	-0.336427	-0.130125	-0.646631
202843	12.9493	0.00456031	4.7786	19.9438	4.16262	-2.22802	-0.568203	-4.23483	-1.4826	1.12424	-0.324072	0.881728	-0.527067	-1.37201	1.17945	0.762726	-1.30564
202903	17.7857	0.00246076	4.62798	19.7936	3.92127	-1.48835	1.55682	-4.75924	-1.92475	2.63062	1.73356	-0.0137901	-0.491409	-1.58047	1.58423	1.06336	-0.552281
202931	10.6249	0.00604728	3.84806	16.1658	1.69746	-1.20432	-1.43642	-3.84851	-0.665733	1.58305	-0.251626	1.35724	-0.367706	-1.34444	0.321289	0.493386	-0.699209
203039	12.3017	0.00379687	1.66578	20.457	1.96842	-2.05452	-0.203405	-4.95383	-0.0469763	0.863435	-0.479958	0.0319553	-0.193448	-1.49027	0.26731	-0.251622	-0.361505
203183	16.3328	0.00751777	4.92451	20.7914	2.93667	-1.8331	-2.4844	-4.06184	-1.46844	0.877063	-2.08857	2.4156	-1.78683	-2.13744	0.436731	-0.234955	0.503729
203232	14.1607	0.00536229	3.8956	20.0974	2.41254	-2.07465	-1.26887	-4.49402	-1.27436	1.0845	0.013963	0.614781	0.672103	-0.44019	-0.405322	-0.493396	-0.46943
